-1,47,48.55,48.56,52.09,52.63,52.7,0.31,0.25,1.53,4.95,0.41,0.22,-0.186,-0.153,0.277,0.299,0.348,0.206,72.129,75.239,79.708,82.135,83.235,84.397,5.54,8.79,6.83,2.71,2.37,2.3,0.1,10.95,-6.59,-6.72,-0.41,-0.24,9.322,9.484,9.514,9.626,9.693,9.55,108.64,112.47,113.64,113.49,112.2,110.87,10.59,4.34,1.03,-2.09,-2.63,-2.97,-2.09,-7.74,-2.54,-4.95,-0.41,-2.71,11.292,11.788,11.884,11.193,11.238,11.223,-68.112,-67.162,-66.111,-66.948,-68.044,-69.14,2.51,2.37,0.15,-3.03,-2.04,-2.43,-0.41,7.64,-5.32,0.79,-1.68,-2.16
1,55,55.37,55,56.56,58.94,55.23,0,-3.4,0,11.2,-10.7,-2.26,0.289,1.469,1.587,1.21,-0.884,-2.991,89.476,91.556,92.506,93.285,92.187,92.304,2.83,3.41,0.93,0.58,-2.2,0.63,11.2,-1.36,3.85,-8.41,15.51,0.86,13.56,13.154,13.351,14.193,11.736,9.78,39.539,40.594,42.189,45.061,43.137,43.132,2.5,1.82,6.65,0.94,-3.11,1.29,0.32,0.11,11.2,-22.4,16.6,-1.31,11.761,12.188,12.94,13.382,11.196,8.87,-54.787,-56.873,-55.705,-54.445,-56.581,-57.395,-6.35,0.31,2.52,-0.41,-3.94,1.44,-6.83,14.6,0.24,-21.89,10.7,13.46
-1,35.64,39.93,39.97,42.52,43.02,42.02,-0.82,1.48,-0.25,11.2,11.2,-11.2,0.925,0.511,-0.058,-0.62,-1.314,-2.616,138.7,137.48,134.97,132.36,131.98,130.76,-0.77,-4.93,-5,-5.34,-0.44,-1.78,3.99,-1.56,0.11,0,-11.1,3.51,10.275,10.365,11.033,11.83,11.869,11.076,50.548,51.113,49.569,49.039,48.999,47.676,4.35,-5.25,-1.29,-1.39,-1.83,0.3,0.82,-12.68,-2.42,-4.3,-14.71,7.47,13.11,12.127,11.222,10.628,11.146,11.173,-15.057,-17.211,-21.306,-25.452,-30.997,-38.174,-2.37,-7.98,-6.73,-11.23,-12.96,-12.1,0.82,-12.68,-0.74,-10.14,-12.85,6.53
1,56.69,58.65,58.8,60.51,56.47,59.47,10.15,-0.21,1.59,-6.39,7.43,-0.85,-2.368,-3.227,-3.127,-2.927,-2.363,-2.576,105.62,99.569,93.146,87.407,81.441,74.631,-7.25,-13.83,-10.66,-13.13,-11.53,-14.47,-21.35,-0.69,7.11,0.99,-7.01,0.85,8.23,7.842,7.648,7.833,8.393,8.117,109.5,102.35,95.498,87.977,81.169,74.258,-11.12,-14.55,-13.8,-15.65,-12.85,-12.04,-16.41,6.39,-1.59,4.05,-7.5,12.05,12.906,12.345,11.915,11.888,12.139,11.579,-99.489,-104.2,-108.51,-113.55,-117,-119.93,-7.28,-8.79,-8.8,-10.54,-4.04,-7,-16.44,2.36,-1.59,6.32,-0.44,2.57
-1,40.04,38.77,37.01,39.12,37.23,34.92,0,-9.53,3.88,-0.23,-11.2,1.49,0.687,0.953,1.313,0.845,0.206,0.355,62.492,60.143,58.985,58.176,57.871,58.751,-3.38,-3.77,-2.27,-1.2,1.22,1.13,-8.37,10.06,0.9,-0.74,8.84,2.99,-12.369,-11.911,-11.396,-10.644,-9.922,-9.395,116.31,111.29,107.8,102.04,95.544,92.125,-10.17,-8.78,-7.53,-13.98,-10.07,-4.99,-0.38,9.53,-10.08,0,16.86,9.71,-10.09,-9.614,-9.584,-9.277,-8.682,-8.454,-14.07,-16.544,-17.564,-19.323,-21.564,-23.904,-5.04,-3.77,-2.01,-4.37,-4.73,-4.95,0,9.53,-3.88,-0.3,0,-1.41
1,48.35,47.43,48.16,46.21,46.63,45.72,0.09,0.6,-6.34,-2.75,1.05,4.52,3.945,4.207,4.699,5.266,6.067,6.588,66.329,64.812,63.041,62.086,61.727,62.048,-3.36,-2.93,-3.16,-1.23,0.37,-0.62,-0.09,-2.04,6.34,2.49,5.97,-6.57,-7.538,-7.187,-6.701,-6.165,-5.354,-4.898,82.285,84.093,86.449,90.345,94.43,98.958,4.01,4.3,6.48,7.57,8.4,9.26,-7.05,1.04,10.91,0.18,-1.1,-4.76,-9.588,-9.688,-8.658,-7.262,-5.409,-3.916,-94.386,-97.571,-101.84,-104.59,-106.04,-109.07,-5.57,-7.65,-8.25,-2.9,-5.46,-5.81,-0.42,-4.07,6.42,6.57,-12.11,-4.36
-1,54.97,57.4,59.46,60.47,58.4,60,-0.07,6.93,6.02,0.23,-3.61,0.5,-1.744,-1.66,-1.529,-0.984,-0.417,-0.206,97.231,99.092,97.528,94.706,92.265,90.273,6.26,-0.33,-4.47,-6.11,-3.4,-5.21,-7.38,-18.13,-5.89,1.61,3.61,-2.42,10.884,10.905,10.997,11.283,11.334,11.524,18.072,17.709,16.223,13.868,11.315,8.973,0.03,-2.31,-3.73,-5.26,-4.42,-5.02,0.07,-5.9,-5.94,-2.3,1.48,0.12,11.864,11.901,11.898,12.249,12.423,12.171,-57.938,-60.783,-64.966,-68.641,-72.51,-76.613,-5.07,-7.4,-8.24,-7.19,-7.95,-7.63,1.81,-6.93,3.02,-2.1,0.02,6.02
1,55,55.61,55,54.89,53.7,53.91,0,-1.75,0,-2.04,2.69,-3.04,-0.758,-0.897,-0.893,-0.914,-1,-3.228,76.889,75.086,72.496,70.31,70.554,68.986,-3.04,-5.23,-5.03,-2.14,-0.31,-3.94,3,-2.66,-0.08,13.24,-12.77,3.13,10.992,11.207,11.709,11.403,10.571,8.077,41.178,41.754,42.446,43.568,45.086,47.928,1.65,0.89,1.78,2.61,3.59,6.02,-2.45,1.75,2.03,2.04,7.27,-4.78,11.21,11.175,11.321,11.465,11.271,9.077,-98.85,-99.197,-99.264,-99.283,-98.768,-98.004,-0.33,-0.61,0,0.11,1.46,1.24,-3.02,1.75,-0.02,2.04,-0.16,0.55
-1,38.02,39.92,41.32,41.26,40.01,39.64,11.2,0.15,2.94,1.5,-0.49,-5.82,2.174,0.438,-0.624,0.074,0.479,0.946,53.05,52.223,49.86,47.285,44.677,44.284,0.7,-3.68,-5.03,-6.38,-2.12,0.38,-13.43,-10.51,-4.15,-12.56,4.78,5.75,14.183,13.094,11.449,12.124,12.014,11.927,24.323,28.278,31.561,33.42,34.856,37.611,8.44,7.82,4.59,3.71,3.82,6.13,-5.19,-3.91,-9.4,-1.2,11.69,5.82,14.294,12.507,11.427,12.357,12.404,12.087,-34.201,-32.451,-32.042,-30.668,-29.055,-26.485,3.86,1.32,2.75,2.82,4.1,5.66,-1.48,-11.35,-2.94,-1.42,3.82,3.08
1,45,45.12,48.37,47.57,46.19,45.37,0,2.04,4.14,-5.83,2.65,3.24,-1.12,-1.425,-1.402,-0.751,-1.268,-3.747,46.493,47.599,46.583,42.625,40.21,37.824,2.1,1.1,-6.27,-6.16,-4.73,-4.84,2.1,-8.76,-15.34,8.04,-3.21,-4.68,11.776,11.441,11.329,11.829,10.829,8.324,30.147,37.819,44.388,49.598,56.341,63.24,14.46,15.35,10.03,12.43,13.16,14.63,6.02,-1.81,-7.75,6.33,-4.55,-3.24,10.209,10.556,10.988,11.612,10.342,7.453,-115.13,-110.74,-107.16,-104.5,-100.56,-97.663,8.11,8.63,5.38,6.97,6.41,5.5,5.71,-2.04,-4.23,9.49,-9.66,-8.19
-1,47,44.98,45,44.14,45.1,43.71,-7.04,0.25,0,-5.55,3.11,1.19,1.59,1.566,1.504,1.361,1.38,1.387,110.81,108.09,105.59,103.36,103.77,102.52,-6.98,-4.98,-5.02,-1.49,-0.41,-3.61,6.89,-0.25,-0.27,16.75,-10.31,-3.27,-10.149,-10.17,-10.23,-10.304,-10.454,-10.791,103.29,98.073,93.071,88.102,84.073,81.544,-11.97,-9.98,-10,-9.16,-6.8,-4.04,6.58,-0.25,0,5.55,6.5,-0.16,-9.122,-9.092,-9.098,-9.119,-9.108,-9.065,-55.098,-59.498,-63.374,-66.832,-69.488,-71.747,-10.31,-8.25,-7.41,-6.27,-5.17,-3.71,6.82,1.28,1.27,4.03,-1.53,-1.19
1,54.64,56.73,56.72,56.09,58.24,60.02,5.05,-3.98,2.4,-4.17,4.98,0.12,-0.023,1.209,2.797,3.57,3.704,5.546,99.511,101.24,103.12,104.31,105.31,104.43,5.04,3.27,3.74,2.98,-0.76,-1.7,0.16,3.98,-2.51,8,-10.23,-3.66,-11.788,-10.556,-8.969,-8.17,-7.691,-5.637,96.6,98.297,100.13,101.68,103.75,105.45,4.72,3.27,3.6,3.44,4.6,2.24,0.8,3.98,-1.47,2.96,-2.37,-2.21,-9.113,-8.743,-7.892,-6.615,-5.96,-4.17,-121.92,-125.22,-127.86,-130.03,-134.08,-139.22,-4.64,-6.91,-3.35,-6.39,-9.22,-9.26,-5.25,2.76,2.95,-7.03,-5.09,11.08
-1,38.18,35.57,35.93,38.68,37.33,42.21,-6.97,-4.54,-3.84,0.62,-1.3,6.79,3.259,3.309,3.172,2.411,1.639,1.224,49.696,50.144,52.423,56.251,59.504,60.363,-2.27,3.83,7.68,5.86,6.37,1.27,14.13,5.35,15.04,-0.62,-9.9,2.93,-10.248,-10.103,-10.202,-11.128,-12.054,-12.742,69.172,67.706,66.789,64.685,62.06,57.603,-3.39,-0.84,-3.02,-5.88,-5.08,-9.97,3.57,6.86,1.96,-0.62,-7.56,1.39,-8.965,-9.21,-9.568,-9.703,-9.722,-10.206,-40.775,-41.022,-41.198,-43.279,-44.817,-46.516,-1.95,1.47,-1.6,-4.33,-2.35,-3.74,6.97,-2.98,-4.76,8.2,1.34,3.36
1,54.33,55.24,57.35,57.48,57.48,57.39,6.11,2.89,1.84,0,0,-2.17,-0.387,-0.386,0.364,1.763,3.193,4.616,59.491,57.001,53.819,50.076,46.455,42.875,-4.33,-5.24,-7.35,-7.37,-7.15,-7.49,-6.11,-2.89,-1.84,0.52,0.15,-1.58,-11.272,-11.509,-10.855,-9.405,-7.781,-6.18,152.79,146.76,139.44,130.74,123.46,117.21,-12.06,-12.85,-16.5,-16.56,-12.85,-12.69,-0.16,-7.18,-7.9,6.9,4.33,-0.6,-7.765,-7.956,-7.21,-5.797,-4.382,-2.978,-34.092,-39.333,-45.227,-51.479,-57.721,-63.991,-10.68,-11.03,-12.35,-12.48,-12.48,-12.39,-2.06,-5.49,-1.84,0,0,2.17
-1,51.31,51.64,52.63,52,49.98,50,3.43,10.33,-11.2,-7.01,0.25,0,2.027,1.749,1.788,1.811,1.849,1.849,67.531,67.027,65.216,64.218,63.999,64.044,-1.31,-1.64,-2.63,-2,0.02,0.41,-3.43,-10.33,11.2,7.01,-0.25,1.19,-10.192,-10.471,-10.432,-10.409,-10.371,-10.42,88.547,88.042,86.232,85.234,85.014,85.131,-1.31,-1.64,-2.63,-2,0.23,0,-3.43,-10.33,11.2,7.01,1.64,0,-8.371,-8.408,-8.144,-8.196,-8.129,-8.016,-180.44,-178.49,-178.12,-176.65,-174.36,-172.14,3.72,2.98,1.97,3,4.88,4.86,-4.01,-12.48,13,6.98,-2.41,2.17
1,54.69,54.27,59.11,58.1,58.34,57.34,0,0.44,11.2,1.91,0.89,11.2,2.757,3.131,3.179,4.227,5.678,6.742,61.461,60.307,58.317,55.136,53.027,50.026,-2.01,-3.79,-4.65,-4.96,-6.47,-5.81,11.14,-2.86,-4.95,9.29,-12.09,-11.28,-10.665,-10.361,-9.769,-8.278,-6.95,-5.899,104.42,106.39,107.84,108.11,109.35,112.31,4.38,2.75,0.89,2.03,3.48,5.16,3.74,-1.08,-11.2,0.14,4.97,-16.52,-6.862,-6.164,-5.586,-4.171,-2.854,-1.99,-80.304,-75.179,-70.322,-68.708,-67.962,-65.692,10.31,10.02,6.78,2.06,2.04,3.03,0,-0.96,-19.47,-5.01,5.21,-17.31
-1,46.88,50.92,53.51,51.37,50,50,9.33,-7.9,11.2,-10.87,0,0,0.771,1.057,2.648,2.792,2.816,2.818,52.146,53.744,54.759,53.706,54.034,54.547,4.81,1.64,-0.99,0.23,0.83,0.93,1.87,6.24,-16.72,9.21,5.61,3.86,-9.704,-9.209,-7.63,-7.466,-7.418,-7.409,28.983,32.849,37.472,40.536,45.508,50.508,9.66,8.75,6.49,8.63,10,10,-10.93,11.97,-11.2,10.87,0,0,-10.151,-9.918,-9.303,-9.986,-10.433,-10.693,-127.74,-129.95,-130.95,-133.87,-136.85,-139.27,-0.89,-3.78,-4.49,-5.61,-5.95,-3,-15.07,18.74,-11.2,1.46,3.6,7.61
